gene	GFP_rep1	GFP_rep2	GFP_rep3	WT_rep1	WT_rep2	WT_rep3	DA_rep1	DA_rep2	DA_rep3
ENSG00000221145	0	0	0	0	0	0	1	0	0
ENSG00000221147	0	0	0	0	0	0	0	0	0
ENSG00000221148	0	0	0	0	0	0	0	0	0
ENSG00000221156	0	0	1	3	2	5	0	0	0
ENSG00000221157	0	0	0	0	0	0	0	0	0
ENSG00000221159	0	0	2	0	0	0	0	0	0
ENSG00000221160	0	0	0	0	0	0	0	0	0
ENSG00000221163	0	0	0	0	0	0	0	0	0
ENSG00000221164	15	16	18	54	57	39	71	65	59
ENSG00000221165	0	0	0	0	0	1	0	0	2
ENSG00000221167	0	0	0	0	0	0	0	0	0
ENSG00000221169	0	0	0	0	0	0	0	0	0
ENSG00000221170	0	0	0	0	0	0	0	0	0
ENSG00000221172	0	0	0	0	0	0	0	0	0
ENSG00000221173	0	0	0	0	0	0	0	0	0
ENSG00000221174	0	0	0	0	0	0	0	0	0
ENSG00000221175	0	0	0	0	0	0	0	0	0
ENSG00000221176	0	0	0	1	0	0	0	0	0
ENSG00000221177	0	0	0	0	0	0	0	0	0
ENSG00000221178	0	0	0	0	0	0	0	0	0
ENSG00000221179	0	0	0	0	0	0	0	0	0
ENSG00000221180	0	0	0	0	0	0	0	0	0
ENSG00000221181	0	0	0	0	0	0	0	0	0
ENSG00000221182	0	0	0	0	0	0	0	0	0
ENSG00000221183	0	0	0	0	0	2	0	0	0
ENSG00000221184	0	1	1	2	3	3	1	2	5
ENSG00000221185	0	0	0	0	0	0	0	0	0
ENSG00000221186	0	0	0	0	0	0	0	0	0
ENSG00000221187	0	0	0	0	0	0	0	0	0
ENSG00000221189	0	0	0	0	0	0	0	0	0
ENSG00000221190	0	0	0	0	0	0	0	0	0
ENSG00000221191	0	0	0	0	0	0	0	0	0
ENSG00000221192	0	0	0	0	0	0	0	0	0
ENSG00000221195	0	0	0	0	0	0	0	0	0
ENSG00000221198	0	0	0	0	0	0	0	0	0
ENSG00000221199	0	0	0	0	0	0	0	0	1
ENSG00000221200	0	0	0	0	0	0	1	1	1
ENSG00000221201	0	0	0	1	0	1	1	0	1
ENSG00000221202	0	0	0	0	0	0	0	0	0
ENSG00000221203	0	0	0	0	0	0	0	0	0
ENSG00000221204	0	1	0	0	0	0	0	0	0
ENSG00000221206	0	0	0	0	0	0	0	1	0
ENSG00000221210	0	0	0	0	0	0	0	0	0
ENSG00000221211	0	0	0	0	0	1	0	1	0
ENSG00000221214	2	3	2	4	5	0	2	5	4
ENSG00000221216	5	1	1	5	3	11	12	15	13
ENSG00000221217	0	0	0	0	0	0	0	0	0
ENSG00000221218	0	0	0	0	0	0	0	0	0
ENSG00000221219	0	0	0	0	0	0	0	0	0
ENSG00000221220	0	0	0	0	0	0	0	0	0
ENSG00000221221	0	0	0	0	0	0	0	0	0
ENSG00000221222	0	0	0	0	2	0	0	0	0
ENSG00000221225	0	0	0	0	0	0	2	0	0
ENSG00000221226	0	0	0	0	0	0	0	0	0
ENSG00000221227	0	0	1	2	1	0	3	1	1
ENSG00000221230	1	1	1	1	1	1	1	0	3
ENSG00000221232	0	0	0	0	0	0	0	0	0
ENSG00000221233	0	0	0	2	0	0	0	0	0
ENSG00000221234	0	0	0	0	0	0	0	0	0
ENSG00000221235	0	0	0	0	0	0	0	0	0
ENSG00000221236	0	0	0	0	0	0	0	0	0
ENSG00000221237	0	0	0	0	0	0	0	0	0
ENSG00000221238	0	0	0	0	0	0	0	0	0
ENSG00000221240	0	0	0	0	0	0	0	0	0
ENSG00000221241	0	1	1	1	2	0	5	3	2
ENSG00000221244	0	0	0	0	0	0	0	1	0
ENSG00000221245	0	0	0	0	1	0	1	4	6
ENSG00000221246	1	0	0	0	0	0	0	0	0
ENSG00000221247	0	0	0	0	0	0	0	0	0
ENSG00000221249	0	0	0	0	0	0	0	0	0
ENSG00000221250	0	0	0	0	0	0	0	0	0
ENSG00000221251	0	0	0	0	0	0	0	0	0
ENSG00000221252	0	0	0	0	0	0	2	2	0
ENSG00000221254	0	0	0	0	0	0	0	0	0
ENSG00000221255	0	1	1	1	0	0	0	2	0
ENSG00000221257	0	0	0	0	0	0	0	0	0
ENSG00000221258	0	0	0	0	0	0	0	0	0
ENSG00000221259	0	0	0	0	1	0	0	0	0
ENSG00000221260	0	0	0	0	0	0	0	0	0
ENSG00000221261	0	0	0	0	0	0	0	0	0
ENSG00000221262	0	0	0	0	0	0	0	0	0
ENSG00000221263	0	0	0	0	0	0	0	0	0
ENSG00000221264	0	0	0	4	1	2	2	2	0
ENSG00000221265	2	1	0	0	0	0	0	0	0
ENSG00000221266	0	0	0	0	0	0	0	0	0
ENSG00000221267	0	0	0	0	0	0	0	0	0
ENSG00000221269	0	0	0	0	0	0	0	0	0
ENSG00000221270	0	0	0	0	0	0	0	0	2
ENSG00000221272	0	0	0	0	0	0	0	0	0
ENSG00000221273	0	0	0	0	0	0	0	0	0
ENSG00000221275	0	0	0	0	0	0	0	0	0
ENSG00000221278	0	0	0	0	0	0	0	0	2
ENSG00000221279	0	0	0	0	0	0	1	0	0
ENSG00000221280	0	0	0	0	0	0	0	0	0
ENSG00000221281	0	0	0	0	0	0	0	0	0
ENSG00000221286	0	0	0	0	1	0	0	0	0
ENSG00000221287	0	0	0	0	0	0	0	0	0
ENSG00000221288	0	0	0	0	0	0	0	0	0
ENSG00000221289	0	0	0	0	0	0	0	0	0
ENSG00000221290	0	0	0	0	0	0	0	0	0
ENSG00000221291	0	0	0	0	0	0	0	0	0
ENSG00000221293	0	0	0	0	0	0	0	0	0
ENSG00000221294	0	0	0	0	0	0	0	0	0
ENSG00000221295	0	0	0	0	0	0	0	0	0
ENSG00000221296	0	2	0	0	0	0	1	0	3
ENSG00000221297	0	0	0	0	0	0	0	0	0
ENSG00000221299	0	0	0	0	0	0	0	0	0
ENSG00000221300	0	0	0	0	0	0	0	0	0
ENSG00000221301	0	0	0	0	0	0	0	0	0
ENSG00000221302	0	0	0	0	0	0	0	0	0
ENSG00000221303	31	32	30	61	98	53	81	113	67
ENSG00000221304	0	0	0	0	0	0	0	0	0
ENSG00000221305	0	0	0	0	0	0	0	0	0
ENSG00000221307	0	0	2	0	1	0	0	1	0
ENSG00000221309	0	0	0	0	0	0	0	0	0
ENSG00000221310	0	0	0	0	0	0	0	0	0
ENSG00000221312	0	0	0	0	0	0	0	0	0
ENSG00000221313	0	0	0	0	0	0	0	0	0
ENSG00000221314	0	0	0	0	0	0	0	1	0
ENSG00000221316	0	0	0	0	0	0	0	0	0
ENSG00000221317	0	0	0	0	0	0	0	0	0
ENSG00000221318	0	0	0	0	0	0	0	0	0
ENSG00000221319	1	0	0	0	0	0	0	2	1
ENSG00000221320	0	0	0	0	0	1	0	0	0
ENSG00000221321	0	0	0	0	0	0	0	0	0
ENSG00000221322	0	0	0	0	0	0	0	0	0
ENSG00000221323	0	0	0	0	0	0	0	0	0
ENSG00000221324	0	0	0	0	0	0	0	0	0
ENSG00000221325	0	0	0	0	0	0	0	0	0
ENSG00000221326	0	0	0	0	0	1	1	0	0
ENSG00000221328	0	0	0	0	0	0	0	0	0
ENSG00000221330	0	0	0	0	0	0	0	0	0
ENSG00000221331	0	0	0	0	0	0	0	0	0
ENSG00000221332	0	0	0	0	0	0	0	0	0
ENSG00000221333	2	1	2	6	3	3	2	0	4
ENSG00000221334	0	0	0	0	0	0	0	0	0
ENSG00000221335	0	0	0	0	0	0	0	0	0
ENSG00000221336	0	0	0	2	0	0	0	1	0
ENSG00000221337	0	0	0	0	0	0	0	0	0
ENSG00000221338	1	0	0	0	0	1	0	1	0
ENSG00000221340	0	0	0	3	2	0	3	1	2
ENSG00000221343	0	0	0	0	0	0	0	0	0
ENSG00000221344	0	0	0	0	0	0	1	0	0
ENSG00000221345	0	0	0	0	0	0	0	0	0
ENSG00000221346	0	0	0	0	0	0	0	0	0
ENSG00000221347	0	0	0	0	0	0	0	0	0
ENSG00000221348	0	0	0	0	0	0	0	0	0
ENSG00000221351	0	0	0	0	0	0	0	0	0
ENSG00000221352	0	0	0	0	0	0	0	0	0
ENSG00000221354	0	0	0	0	0	0	0	0	0
ENSG00000221355	0	0	0	0	0	0	1	0	1
ENSG00000221356	0	0	0	0	0	0	0	0	0
ENSG00000221357	0	0	0	0	0	0	0	0	0
ENSG00000221358	0	0	0	0	0	0	0	0	0
ENSG00000221359	0	0	0	0	0	0	0	0	0
ENSG00000221362	0	0	0	0	0	0	0	0	0
ENSG00000221363	0	0	0	0	0	0	0	0	0
ENSG00000221365	0	0	0	0	0	0	0	0	0
ENSG00000221366	0	0	0	0	0	0	0	0	0
ENSG00000221369	0	0	0	0	0	0	0	0	0
ENSG00000221371	0	0	0	0	0	0	0	0	0
ENSG00000221372	0	0	0	0	0	0	0	0	0
ENSG00000221373	0	0	0	0	0	0	0	0	0
ENSG00000221374	0	0	0	0	0	0	0	0	0
ENSG00000221375	0	0	0	0	0	0	0	0	0
ENSG00000221376	0	0	0	0	0	0	0	0	0
ENSG00000221377	0	0	0	0	0	0	0	0	0
ENSG00000221378	0	0	0	0	0	0	0	0	0
ENSG00000221379	0	0	0	0	0	0	0	0	0
ENSG00000221380	0	0	0	0	0	0	0	1	0
ENSG00000221381	0	0	0	0	0	0	0	0	0
ENSG00000221382	0	0	0	0	0	0	0	0	0
ENSG00000221383	0	0	0	0	0	0	0	0	0
ENSG00000221384	0	0	0	0	0	0	0	0	0
ENSG00000221385	0	0	0	0	0	0	0	0	0
ENSG00000221386	0	1	0	0	0	0	0	0	1
ENSG00000221387	0	1	0	0	0	0	0	0	0
ENSG00000221388	0	0	0	0	0	0	0	0	0
ENSG00000221389	0	0	0	0	0	0	0	0	0
ENSG00000221390	0	0	0	0	0	0	0	0	0
ENSG00000221391	0	0	0	0	0	0	0	1	0
ENSG00000221392	0	0	0	0	0	0	0	0	0
ENSG00000221393	0	0	0	0	0	0	0	0	0
ENSG00000221394	0	0	0	0	0	0	0	0	0
ENSG00000221395	0	0	0	0	0	0	0	0	0
ENSG00000221396	0	0	0	0	0	0	0	0	0
ENSG00000221397	0	0	0	0	0	0	0	0	0
ENSG00000221398	0	0	0	0	0	0	0	1	0
ENSG00000221400	0	0	0	0	0	0	2	0	0
ENSG00000221401	0	0	0	0	0	0	0	0	0
ENSG00000221402	0	0	0	3	0	0	0	0	0
ENSG00000221403	0	0	0	0	0	0	0	0	0
ENSG00000221405	0	0	0	0	0	0	0	0	0
ENSG00000221406	0	0	1	8	3	5	5	8	9
ENSG00000221407	0	0	0	0	0	0	0	0	0
ENSG00000221409	0	0	0	0	0	0	0	0	0
ENSG00000221410	0	0	0	0	0	0	0	0	0
ENSG00000221411	0	0	0	0	0	0	0	0	0
ENSG00000221412	0	0	0	0	0	0	0	0	0
ENSG00000221413	0	0	0	0	0	0	0	0	0
ENSG00000221415	0	0	0	0	0	0	0	0	0
ENSG00000221416	0	0	0	0	0	0	0	0	0
ENSG00000221417	0	0	0	0	0	0	0	0	0
ENSG00000221418	0	0	0	0	0	0	0	0	0
ENSG00000221419	0	0	0	0	0	0	0	0	0
ENSG00000221420	0	0	0	0	0	0	0	0	0
ENSG00000221421	0	0	0	0	0	0	0	0	0
ENSG00000221423	0	0	0	1	0	1	0	0	0
ENSG00000221424	0	0	0	0	0	0	0	0	0
ENSG00000221425	0	0	0	0	0	0	0	0	0
ENSG00000221427	0	0	0	0	0	0	0	0	0
ENSG00000221428	0	0	0	0	0	0	0	0	0
ENSG00000221429	0	0	0	0	0	0	0	0	0
ENSG00000221430	1	0	0	1	0	0	1	6	0
ENSG00000221431	0	0	0	0	0	0	0	0	0
ENSG00000221432	0	0	0	0	0	0	0	0	1
ENSG00000221434	0	0	0	0	0	0	0	0	0
ENSG00000221436	0	0	0	0	0	0	0	0	0
ENSG00000221437	0	0	0	0	0	0	0	0	0
ENSG00000221438	0	0	0	0	0	0	0	1	0
ENSG00000221439	1	1	3	4	9	5	3	0	6
ENSG00000221440	0	0	0	0	0	0	0	0	0
ENSG00000221442	0	0	0	0	0	0	1	0	1
ENSG00000221443	0	0	0	0	0	0	0	0	0
ENSG00000221444	0	0	0	0	0	0	0	0	0
ENSG00000221445	0	0	0	0	0	0	0	0	0
ENSG00000221446	0	0	0	0	0	0	0	0	0
ENSG00000221447	0	0	0	0	0	1	1	0	3
ENSG00000221448	0	0	0	0	0	0	0	0	0
ENSG00000221449	0	0	0	0	0	0	0	0	0
ENSG00000221450	0	0	0	0	0	0	0	0	0
ENSG00000221451	0	0	0	0	0	0	0	0	0
ENSG00000221454	0	0	0	0	0	2	0	0	0
ENSG00000221455	0	0	0	0	0	0	0	0	1
ENSG00000221456	0	0	0	0	0	0	0	0	0
ENSG00000221457	0	0	0	0	0	0	0	0	0
ENSG00000221458	0	0	0	0	0	0	0	0	0
ENSG00000221459	0	0	0	0	1	1	0	4	0
ENSG00000221461	0	1	1	0	1	1	7	5	3
ENSG00000221463	0	0	0	1	1	0	1	0	3
ENSG00000221464	0	0	0	0	2	0	1	5	1
ENSG00000221465	0	0	0	0	0	0	0	0	0
ENSG00000221466	0	0	0	0	0	0	0	0	0
ENSG00000221467	0	0	0	0	0	0	0	0	0
ENSG00000221468	0	0	0	0	0	0	0	0	0
ENSG00000221469	0	0	0	0	0	0	0	0	0
ENSG00000221470	0	0	0	0	0	0	0	0	0
ENSG00000221471	0	0	0	0	0	0	0	0	0
ENSG00000221473	0	0	0	0	0	0	0	0	0
ENSG00000221474	0	0	0	0	1	0	0	0	0
ENSG00000221475	0	0	0	0	0	0	0	0	0
ENSG00000221476	0	0	0	0	0	0	0	0	0
ENSG00000221477	0	0	0	0	0	0	0	0	0
ENSG00000221478	0	0	0	0	0	0	0	0	0
ENSG00000221479	0	0	0	0	0	0	0	0	0
ENSG00000221484	0	0	0	0	0	0	0	0	0
ENSG00000221485	0	0	0	0	0	0	0	0	0
ENSG00000221486	0	0	0	0	0	0	0	0	0
ENSG00000221487	0	0	0	0	0	0	0	1	1
ENSG00000221488	0	0	0	0	0	0	0	0	0
ENSG00000221489	0	0	0	0	0	0	0	0	0
ENSG00000221491	41	26	21	72	64	51	114	92	106
ENSG00000221492	0	0	0	0	0	0	0	0	0
ENSG00000221493	0	0	0	0	0	0	0	0	0
ENSG00000221494	0	0	0	0	0	0	0	0	0
ENSG00000221495	0	0	0	0	0	0	0	0	0
ENSG00000221496	0	0	0	0	0	0	0	0	0
ENSG00000221497	0	0	0	0	0	0	0	0	0
ENSG00000221498	0	0	0	0	0	0	0	0	0
ENSG00000221499	0	0	0	0	0	0	0	0	0
ENSG00000221500	2	4	1	14	8	9	17	13	8
ENSG00000221502	0	0	0	0	0	0	0	1	0
ENSG00000221504	0	0	0	0	0	0	0	0	0
ENSG00000221505	0	0	0	0	0	0	0	0	0
ENSG00000221506	0	0	0	0	0	0	0	0	0
ENSG00000221507	1	0	1	1	0	1	4	2	0
ENSG00000221510	0	0	0	0	0	0	0	0	0
ENSG00000221511	0	0	0	0	0	0	0	0	0
ENSG00000221514	25	15	14	45	76	97	103	105	65
ENSG00000221515	0	0	0	0	0	0	0	0	0
ENSG00000221516	0	0	0	0	0	0	0	0	0
ENSG00000221517	0	0	0	0	0	0	0	0	0
ENSG00000221518	0	0	0	3	2	2	4	5	5
ENSG00000221519	0	0	0	0	0	0	0	0	0
ENSG00000221520	0	0	1	0	0	0	0	1	0
ENSG00000221521	0	1	0	0	0	0	0	0	2
ENSG00000221523	0	0	0	0	0	0	0	0	0
ENSG00000221524	0	0	0	1	0	0	0	0	0
ENSG00000221525	0	0	0	0	0	0	0	0	0
ENSG00000221526	0	0	0	0	0	0	0	0	0
ENSG00000221527	0	0	0	0	0	0	0	0	0
ENSG00000221528	0	0	0	0	0	0	0	0	0
ENSG00000221529	0	0	0	0	0	0	0	0	0
ENSG00000221530	0	0	1	0	0	1	1	0	0
ENSG00000221531	0	0	0	0	0	0	0	0	0
ENSG00000221532	0	0	0	0	0	0	0	0	0
ENSG00000221533	0	0	0	0	0	0	0	0	0
ENSG00000221534	0	0	0	0	0	0	0	0	0
ENSG00000221535	0	0	0	0	0	0	0	0	0
ENSG00000221536	0	0	0	0	0	0	0	0	0
ENSG00000221537	0	0	0	0	0	0	0	0	0
ENSG00000221538	0	0	0	0	0	0	0	0	0
ENSG00000221539	321	595	500	1369	1275	2648	4483	5623	4293
ENSG00000221540	0	0	0	0	0	0	0	0	0
ENSG00000221541	0	0	0	0	0	0	0	0	0
ENSG00000221542	0	0	0	0	0	0	0	0	0
ENSG00000221544	0	0	0	0	0	0	0	0	0
ENSG00000221545	0	0	1	1	0	0	1	1	0
ENSG00000221547	0	0	0	0	0	0	0	0	0
ENSG00000221548	0	0	0	0	0	0	0	0	0
ENSG00000221550	0	0	0	0	0	0	1	0	0
ENSG00000221551	0	0	0	0	0	0	0	0	0
ENSG00000221552	0	0	0	0	0	0	0	0	0
ENSG00000221553	0	0	0	0	0	0	0	1	0
ENSG00000221555	0	0	1	0	0	0	0	2	2
ENSG00000221556	0	0	0	0	0	0	0	1	0
ENSG00000221558	0	0	0	0	0	0	0	0	0
ENSG00000221559	0	0	0	0	0	0	0	0	0
ENSG00000221560	0	0	0	0	0	0	0	0	0
ENSG00000221561	0	0	0	0	0	0	0	0	0
ENSG00000221562	5	5	4	115	71	30	66	78	51
ENSG00000221563	0	0	0	0	0	0	0	0	0
ENSG00000221564	2	3	0	0	0	2	1	5	1
ENSG00000221565	0	0	0	0	0	0	0	0	0
ENSG00000221566	0	0	0	0	0	0	0	0	0
ENSG00000221567	0	0	0	0	0	0	0	0	0
ENSG00000221568	0	0	0	0	0	0	0	0	0
ENSG00000221570	0	0	0	0	0	0	0	0	0
ENSG00000221571	7	2	4	8	6	2	5	12	11
ENSG00000221573	0	0	0	0	0	0	0	0	0
ENSG00000221574	0	0	0	0	0	0	0	0	0
ENSG00000221576	0	0	0	0	0	0	0	0	0
ENSG00000221578	0	0	0	0	0	0	0	0	0
ENSG00000221579	0	0	0	0	0	0	0	0	0
ENSG00000221580	0	0	0	1	0	0	0	0	0
ENSG00000221581	0	0	0	0	0	0	0	0	0
ENSG00000221583	0	0	0	0	0	0	0	1	0
ENSG00000221584	0	0	0	1	0	0	0	0	0
ENSG00000221585	0	0	0	0	0	0	0	0	0
ENSG00000221586	0	0	0	0	0	0	0	0	0
ENSG00000221589	0	0	0	0	0	0	1	0	0
ENSG00000221590	0	0	0	0	0	0	0	0	0
ENSG00000221591	0	0	0	0	0	0	0	0	0
ENSG00000221593	0	0	0	0	0	0	0	0	0
ENSG00000221594	0	0	0	0	0	0	0	0	0
ENSG00000221595	0	0	0	0	0	0	0	0	0
ENSG00000221597	0	0	0	0	0	0	0	0	0
ENSG00000221598	0	0	0	2	0	0	0	0	0
ENSG00000221599	0	0	0	0	1	0	0	2	0
ENSG00000221601	0	0	0	1	0	1	1	0	0
ENSG00000221602	0	0	0	0	0	0	0	0	0
ENSG00000221603	0	0	0	0	0	0	0	0	0
ENSG00000221604	0	0	0	0	0	0	0	0	0
ENSG00000221606	0	0	0	0	0	0	0	0	0
ENSG00000221607	0	0	0	0	0	0	0	0	0
ENSG00000221608	0	0	0	0	0	0	0	0	0
ENSG00000221610	0	0	0	0	0	0	0	0	0
ENSG00000221611	0	0	0	0	0	0	0	0	0
ENSG00000221612	0	0	0	0	0	0	0	0	0
ENSG00000221613	0	0	0	0	0	0	0	0	0
ENSG00000221614	0	0	0	0	0	0	0	0	0
ENSG00000221615	0	0	0	0	0	0	0	0	0
ENSG00000221616	0	0	0	0	0	0	0	0	0
ENSG00000221617	0	0	0	0	0	0	0	0	0
ENSG00000221618	0	0	0	0	0	0	0	0	0
ENSG00000221619	0	0	0	0	0	0	0	0	0
ENSG00000221621	0	0	0	0	0	0	0	0	0
ENSG00000221623	0	0	0	0	0	0	0	0	0
ENSG00000221625	0	1	1	2	1	0	0	5	2
ENSG00000221628	0	0	0	0	0	0	0	0	0
ENSG00000221629	0	0	0	0	0	0	0	0	0
ENSG00000221630	1	0	0	0	0	0	0	1	0
ENSG00000221631	0	0	0	0	0	0	0	0	0
ENSG00000221633	0	0	0	1	0	0	0	0	1
ENSG00000221634	0	0	0	0	0	1	0	0	0
ENSG00000221635	0	0	0	0	0	0	0	0	0
ENSG00000221637	0	0	0	0	0	0	0	0	0
ENSG00000221638	0	0	0	0	0	0	0	0	0
ENSG00000221639	0	1	0	2	4	4	2	6	6
ENSG00000221641	0	0	0	0	0	0	0	0	0
ENSG00000221643	3	0	0	3	0	1	2	0	1
ENSG00000221644	0	0	0	0	0	0	0	0	0
ENSG00000221645	0	0	0	0	0	0	0	0	0
ENSG00000221649	0	0	0	0	0	0	0	0	0
ENSG00000221650	0	0	0	0	0	0	0	0	0
ENSG00000221653	0	0	0	0	0	0	0	0	0
ENSG00000221654	0	0	0	0	0	0	0	0	0
ENSG00000221655	0	0	0	0	0	1	0	0	1
ENSG00000221656	0	0	0	0	0	0	0	0	0
ENSG00000221657	0	0	0	0	0	0	0	0	0
ENSG00000221659	0	0	0	0	0	0	0	1	0
ENSG00000221660	0	0	0	0	0	0	0	0	0
ENSG00000221662	0	0	0	0	0	0	0	0	0
ENSG00000221664	0	0	0	0	0	0	0	0	0
ENSG00000221665	0	0	0	0	0	0	0	0	0
ENSG00000221666	0	0	0	0	0	0	0	0	0
ENSG00000221667	0	0	0	0	0	0	0	0	0
ENSG00000221669	0	0	0	0	0	0	0	0	0
ENSG00000221670	0	0	0	0	0	0	0	0	2
ENSG00000221672	0	0	0	1	2	0	7	4	2
ENSG00000221673	0	0	0	0	0	0	0	0	0
ENSG00000221676	294	200	250	2219	1811	1587	4496	4159	2802
ENSG00000221677	0	0	0	0	0	0	0	0	0
ENSG00000221679	0	0	0	0	0	0	1	0	0
ENSG00000221680	0	0	2	0	2	3	5	1	1
ENSG00000221681	0	2	0	0	0	1	3	4	4
ENSG00000221683	0	0	0	0	0	0	0	0	0
ENSG00000221684	0	0	0	0	0	0	0	0	0
ENSG00000221685	0	0	0	0	0	0	0	0	0
ENSG00000221686	0	0	0	0	0	0	0	0	0
ENSG00000221689	0	0	0	0	0	0	0	0	0
ENSG00000221690	0	0	0	0	0	0	1	0	0
ENSG00000221691	0	0	0	0	0	0	0	0	0
ENSG00000221692	0	0	0	0	0	0	0	0	0
ENSG00000221693	0	0	0	0	0	0	0	0	0
ENSG00000221695	0	0	0	0	0	0	0	0	0
ENSG00000221696	0	0	0	0	0	0	0	0	0
ENSG00000221697	0	0	0	0	0	0	0	0	0
ENSG00000221698	0	0	0	1	0	1	0	1	1
ENSG00000221699	0	0	0	0	0	0	0	0	0
ENSG00000221701	0	0	0	0	0	0	0	0	0
ENSG00000221702	0	0	1	1	0	0	0	0	0
ENSG00000221703	0	0	0	0	0	0	0	0	0
ENSG00000221704	0	0	0	0	0	0	0	1	0
ENSG00000221705	0	0	0	0	0	0	0	0	0
ENSG00000221706	0	0	0	0	0	0	0	0	0
ENSG00000221707	0	0	0	0	0	0	0	0	0
ENSG00000221708	0	0	0	0	0	0	0	0	0
ENSG00000221710	0	0	0	0	0	0	0	0	0
ENSG00000221711	0	3	0	0	0	0	2	0	0
ENSG00000221714	0	0	0	0	0	0	0	0	0
ENSG00000221716	1	0	0	3	1	2	1	1	4
ENSG00000221717	0	0	0	0	0	0	0	0	0
ENSG00000221718	0	0	0	0	0	0	0	0	0
ENSG00000221719	0	0	0	0	0	0	1	0	0
ENSG00000221720	0	0	0	0	0	0	0	0	0
ENSG00000221721	0	0	0	0	0	0	0	0	0
ENSG00000221723	0	0	0	0	0	0	0	0	0
ENSG00000221724	0	0	0	0	0	0	0	0	0
ENSG00000221725	0	0	1	1	1	1	2	0	4
ENSG00000221726	0	0	0	0	0	0	0	0	0
ENSG00000221729	0	0	0	0	0	0	0	0	0
ENSG00000221730	0	0	0	0	0	0	0	0	1
ENSG00000221731	0	0	0	0	0	0	0	0	0
ENSG00000221732	0	0	0	0	0	0	0	0	0
ENSG00000221733	0	0	0	0	0	0	0	0	0
ENSG00000221734	1	0	0	0	0	0	1	0	0
ENSG00000221736	0	0	0	0	0	0	0	0	0
ENSG00000221737	0	0	0	0	0	0	0	0	0
ENSG00000221739	0	0	0	0	0	0	0	0	0
ENSG00000221740	16	16	11	62	71	77	173	180	101
ENSG00000221741	0	0	0	0	0	0	0	0	0
ENSG00000221743	0	0	0	0	0	0	0	0	0
ENSG00000221744	0	0	0	0	0	1	0	0	0
ENSG00000221745	0	0	0	0	0	0	0	0	0
ENSG00000221746	0	0	0	0	0	0	0	0	0
ENSG00000221747	0	0	0	0	0	0	0	0	0
ENSG00000221748	0	0	0	0	0	0	0	0	0
ENSG00000221749	0	0	0	0	0	0	0	0	0
ENSG00000221750	0	0	0	0	0	0	0	0	0
ENSG00000221751	0	0	0	0	0	0	0	0	0
ENSG00000221753	0	0	0	0	0	0	0	0	0
ENSG00000221754	0	0	0	0	0	0	0	0	0
ENSG00000221755	0	0	0	0	0	0	0	0	0
ENSG00000221756	0	0	0	0	0	0	0	0	0
ENSG00000221760	0	0	0	0	0	0	0	1	0
ENSG00000221762	0	0	0	0	0	0	0	0	0
ENSG00000221763	1	3	4	4	3	3	3	7	4
ENSG00000221764	0	0	0	0	0	0	0	0	0
ENSG00000221766	0	0	0	0	0	0	0	0	0
ENSG00000221767	0	0	1	0	0	0	0	0	0
ENSG00000221768	0	0	0	0	0	0	0	0	0
ENSG00000221770	0	0	0	0	0	0	0	0	0
ENSG00000221771	3	2	2	4	1	1	3	3	6
ENSG00000221772	0	0	0	0	0	0	0	0	0
ENSG00000221774	0	0	0	0	0	0	0	0	0
ENSG00000221777	0	0	0	0	0	0	0	0	0
ENSG00000221778	0	0	0	0	0	0	0	0	0
ENSG00000221779	0	0	0	0	0	0	0	1	0
ENSG00000221781	0	0	0	0	0	0	0	0	0
ENSG00000221782	0	0	0	1	0	1	0	3	0
ENSG00000221783	1	1	1	2	5	4	3	12	3
ENSG00000221785	0	0	0	0	0	0	0	0	0
ENSG00000221786	0	0	0	0	0	0	0	0	0
ENSG00000221788	0	0	1	0	0	0	0	0	0
ENSG00000221789	0	0	0	0	0	0	0	0	0
ENSG00000221790	0	0	0	0	0	0	0	0	0
ENSG00000221792	0	0	1	6	3	4	0	3	4
ENSG00000221793	0	0	0	0	0	0	0	0	0
ENSG00000221795	0	0	0	0	0	0	0	0	0
ENSG00000221796	0	0	0	0	0	0	1	0	0
ENSG00000221798	0	0	0	0	0	0	0	0	0
ENSG00000221799	0	0	0	0	0	0	0	0	0
ENSG00000221801	0	0	0	0	0	0	0	0	0
ENSG00000221802	0	0	0	0	0	0	0	0	0
ENSG00000221803	0	0	0	0	0	0	0	0	0
ENSG00000221804	0	0	0	0	0	0	0	0	0
ENSG00000221806	0	0	0	0	0	0	0	0	0
ENSG00000221807	0	0	0	0	0	0	0	0	0
ENSG00000221808	0	0	0	0	0	0	0	0	0
ENSG00000221809	0	0	0	0	0	0	0	0	0
ENSG00000221810	0	0	0	0	0	0	0	0	0
ENSG00000221813	0	0	0	0	0	1	0	0	0
ENSG00000221817	25	38	45	68	81	97	98	148	150
ENSG00000221818	31	19	19	20	21	30	57	43	58
ENSG00000221819	0	0	0	0	0	1	0	1	0
ENSG00000221821	2	0	3	0	3	1	0	4	10
ENSG00000221823	731	541	514	1203	1212	987	1516	2169	2074
ENSG00000221826	1	0	0	1	0	0	3	0	0
ENSG00000221829	80	49	67	109	117	106	181	167	173
ENSG00000221836	0	0	0	2	0	0	1	0	1
ENSG00000221837	2	0	0	1	0	0	0	0	0
ENSG00000221838	23	5	11	20	27	19	49	55	54
ENSG00000221840	0	0	0	0	0	0	1	0	0
ENSG00000221843	2	0	1	2	2	2	2	5	1
